rec_time	UTC	Dikablis Professional Wireless  (DGW18127)_Field Data_Scene cam_Original_Gaze_Gaze X	Dikablis Professional Wireless  (DGW18127)_Field Data_Scene cam_Original_Gaze_Gaze Y
00:00:02.189	1644610073308	0	0
00:00:02.196	1644610073315		
00:00:02.206	1644610073325	0	0
00:00:02.213	1644610073332		
00:00:02.223	1644610073342	-2676.238	78.781
00:00:02.230	1644610073349		
00:00:02.239	1644610073358	-130.362	637.085
00:00:02.246	1644610073365		
00:00:02.256	1644610073375	0	0
00:00:02.263	1644610073382	1407.215	56.552
00:00:02.273	1644610073392	0	0
00:00:02.280	1644610073399	1259.855	110.823
00:00:02.289	1644610073408	0	0
00:00:02.296	1644610073415	1279.238	268.801
00:00:02.306	1644610073425	0	0
00:00:02.313	1644610073432	1288.038	400.619
00:00:02.323	1644610073442	0	0
00:00:02.330	1644610073449	1288.716	487.21
00:00:02.339	1644610073458	0	0
00:00:02.346	1644610073465	1264.472	574.04
00:00:02.356	1644610073475	0	0
00:00:02.363	1644610073482	1241.101	616.485
00:00:02.373	1644610073492	0	0
00:00:02.380	1644610073499	1192.318	669.643
00:00:02.389	1644610073508	0	0
00:00:02.396	1644610073515	1131.469	714.244
00:00:02.406	1644610073525	0	0
00:00:02.413	1644610073532	1066.83	742.257
00:00:02.423	1644610073542	0	0
00:00:02.430	1644610073549	1060.81	793.223
00:00:02.439	1644610073558	0	0
00:00:02.446	1644610073565	930.621	797.584
00:00:02.456	1644610073575	0	0
00:00:02.463	1644610073582	861.966	814.376
00:00:02.473	1644610073592	0	0
00:00:02.480	1644610073599	797.305	826.491
00:00:02.489	1644610073608	0	0
00:00:02.496	1644610073615	759.524	835.644
00:00:02.506	1644610073625	0	0
00:00:02.513	1644610073632	732.428	842.962
00:00:02.523	1644610073642	0	0
00:00:02.530	1644610073649	726.92	849.557
00:00:02.539	1644610073658	0	0
00:00:02.546	1644610073665	737.717	856.036
00:00:02.556	1644610073675	0	0
00:00:02.563	1644610073682	774.165	856.079
00:00:02.573	1644610073692	0	0
00:00:02.580	1644610073699	819.685	846.572
00:00:02.589	1644610073708	0	0
00:00:02.596	1644610073715	864.91	838.077
00:00:02.606	1644610073725	0	0
00:00:02.613	1644610073732	957.893	853.44
00:00:02.623	1644610073742	0	0
00:00:02.630	1644610073749	976.896	844.424
00:00:02.639	1644610073758	0	0
00:00:02.646	1644610073765	993.651	837.922
00:00:02.656	1644610073775	0	0
00:00:02.663	1644610073782	999.647	837.713
00:00:02.673	1644610073792	0	0
00:00:02.680	1644610073799	1005.171	838.722
00:00:02.689	1644610073808	0	0
00:00:02.696	1644610073815	1017.858	830.721
00:00:02.706	1644610073825	0	0
00:00:02.713	1644610073832	1019.842	831.04
00:00:02.723	1644610073842	0	0
00:00:02.730	1644610073849	1028.092	822.34
00:00:02.739	1644610073858	0	0
00:00:02.746	1644610073865	1025.407	819.451
00:00:02.756	1644610073875	0	0
00:00:02.763	1644610073882	1031.251	808.474
00:00:02.773	1644610073892	0	0
00:00:02.780	1644610073899	1036.561	800.742
00:00:02.789	1644610073908	0	0
00:00:02.796	1644610073915	985.165	768.739
00:00:02.806	1644610073925	0	0
00:00:02.813	1644610073932	998.915	764.35
00:00:02.823	1644610073942	0	0
00:00:02.830	1644610073949	1040.601	775.248
00:00:02.839	1644610073958	0	0
00:00:02.846	1644610073965	1010.261	745.173
00:00:02.856	1644610073975	0	0
00:00:02.863	1644610073982	1001.908	754.051
00:00:02.873	1644610073992	0	0
00:00:02.880	1644610073999	998.1	756.697
00:00:02.889	1644610074008	0	0
00:00:02.896	1644610074015	1005.897	750.138
00:00:02.906	1644610074025	0	0
00:00:02.913	1644610074032	1011.816	746.331
00:00:02.923	1644610074042	0	0
00:00:02.930	1644610074049	1010.563	742.394
00:00:02.939	1644610074058	0	0
00:00:02.946	1644610074065	1011.074	735.848
00:00:02.956	1644610074075	0	0
00:00:02.963	1644610074082	1012.717	734.384
00:00:02.973	1644610074092	0	0
00:00:02.980	1644610074099	1011.688	727.084
00:00:02.989	1644610074108	0	0
00:00:02.996	1644610074115	1013.536	727.749
00:00:03.006	1644610074125	0	0
00:00:03.013	1644610074132	1007.748	721.631
00:00:03.023	1644610074142	0	0
00:00:03.030	1644610074149	1005.337	717.772
00:00:03.039	1644610074158	0	0
00:00:03.046	1644610074165	1003.059	685.421
00:00:03.056	1644610074175	0	0
00:00:03.063	1644610074182	994.715	666.825
00:00:03.073	1644610074192	0	0
00:00:03.080	1644610074199	983.019	661.841
00:00:03.089	1644610074208	0	0
00:00:03.096	1644610074215	983.894	662.089
00:00:03.106	1644610074225	0	0
00:00:03.113	1644610074232	971.889	656.607
00:00:03.123	1644610074242	0	0
00:00:03.130	1644610074249	964.758	651.988
00:00:03.139	1644610074258	0	0
00:00:03.146	1644610074265	958.751	646.202
00:00:03.156	1644610074275	0	0
00:00:03.163	1644610074282	951.716	633.715
00:00:03.173	1644610074292	0	0
00:00:03.180	1644610074299	954.301	636.002
00:00:03.189	1644610074308	0	0
00:00:03.196	1644610074315	946.6	632.471
00:00:03.206	1644610074325	0	0
00:00:03.213	1644610074332	949.132	628.029
00:00:03.223	1644610074342	0	0
00:00:03.230	1644610074349	953.017	628.389
00:00:03.239	1644610074358	0	0
00:00:03.246	1644610074365	957.892	624.841
00:00:03.256	1644610074375	0	0
00:00:03.263	1644610074382	957.491	620.821
00:00:03.273	1644610074392	0	0
00:00:03.280	1644610074399	963.823	626.453
00:00:03.289	1644610074408	0	0
00:00:03.296	1644610074415	970.749	621.255
00:00:03.306	1644610074425	0	0
00:00:03.313	1644610074432	976.168	621.159
00:00:03.323	1644610074442	0	0
00:00:03.330	1644610074449	973.165	614.863
00:00:03.339	1644610074458	0	0
00:00:03.346	1644610074465	991.03	622.898
00:00:03.356	1644610074475	0	0
00:00:03.363	1644610074482	992.318	620.394
00:00:03.373	1644610074492	0	0
00:00:03.380	1644610074499	995.04	621.376
00:00:03.389	1644610074508	0	0
00:00:03.396	1644610074515	999.295	620.404
00:00:03.406	1644610074525	0	0
00:00:03.413	1644610074532	1004.447	623.388
00:00:03.423	1644610074542	0	0
00:00:03.430	1644610074549	1012.551	619.78
00:00:03.439	1644610074558	0	0
00:00:03.446	1644610074565	1022.331	619.427
00:00:03.456	1644610074575	0	0
00:00:03.463	1644610074582	1019.205	624.681
00:00:03.473	1644610074592	0	0
00:00:03.480	1644610074599	1024.281	622.283
00:00:03.489	1644610074608	0	0
00:00:03.496	1644610074615	1022.647	620.106
00:00:03.506	1644610074625	0	0
00:00:03.513	1644610074632	1021.042	623.441
00:00:03.523	1644610074642	0	0
00:00:03.530	1644610074649	1021.483	623.271
00:00:03.539	1644610074658	0	0
00:00:03.546	1644610074665	1023.868	622.023
00:00:03.556	1644610074675	0	0
00:00:03.563	1644610074682	1018.704	622.89
00:00:03.573	1644610074692	0	0
00:00:03.580	1644610074699	1013.836	626.24
00:00:03.589	1644610074708	0	0
00:00:03.596	1644610074715	1016.527	626.143
00:00:03.606	1644610074725	0	0
00:00:03.613	1644610074732	1017.558	624.402
00:00:03.623	1644610074742	0	0
00:00:03.630	1644610074749	1011.471	623.802
00:00:03.639	1644610074758	0	0
00:00:03.646	1644610074765	1008.45	626.881
00:00:03.656	1644610074775	0	0
00:00:03.663	1644610074782	1007.66	627.479
00:00:03.673	1644610074792	0	0
00:00:03.680	1644610074799	1009.715	631.656
00:00:03.689	1644610074808	0	0
00:00:03.696	1644610074815	1005.408	626.014
00:00:03.706	1644610074825	0	0
00:00:03.713	1644610074832	1006.981	631.278
00:00:03.723	1644610074842	0	0
00:00:03.730	1644610074849	1007.735	623.643
00:00:03.739	1644610074858	0	0
00:00:03.746	1644610074865	1011.906	626.196
00:00:03.756	1644610074875	0	0
00:00:03.763	1644610074882	1010.083	624.76
00:00:03.773	1644610074892	0	0
00:00:03.780	1644610074899	1014.78	631.29
00:00:03.789	1644610074908	0	0
00:00:03.796	1644610074915	1014.343	629.138
00:00:03.806	1644610074925	0	0
00:00:03.813	1644610074932	1022.039	629.214
00:00:03.823	1644610074942	0	0
00:00:03.830	1644610074949	1020.25	624.263
00:00:03.839	1644610074958	0	0
00:00:03.846	1644610074965	1021.799	626.659
00:00:03.856	1644610074975	0	0
00:00:03.863	1644610074982	1028.739	621.331
00:00:03.873	1644610074992	0	0
00:00:03.880	1644610074999	1030.732	622.414
00:00:03.889	1644610075008	0	0
00:00:03.896	1644610075015	1041.214	615.012
00:00:03.906	1644610075025	0	0
00:00:03.913	1644610075032	1040.839	611.033
00:00:03.923	1644610075042	0	0
00:00:03.930	1644610075049	1050.786	607.366
00:00:03.939	1644610075058	0	0
00:00:03.946	1644610075065	1046.142	605.373
00:00:03.956	1644610075075	0	0
00:00:03.963	1644610075082	1048.086	601.001
00:00:03.973	1644610075092	0	0
00:00:03.980	1644610075099	1047.549	602.637
00:00:03.989	1644610075108	0	0
00:00:03.996	1644610075115	1048.7	605.42
00:00:04.006	1644610075125	0	0
00:00:04.013	1644610075132	1049.688	605.7
00:00:04.023	1644610075142	0	0
00:00:04.030	1644610075149	1046.878	608.038
00:00:04.039	1644610075158	0	0
00:00:04.046	1644610075165	1049.609	607.666
00:00:04.056	1644610075175	0	0
00:00:04.063	1644610075182	1045.028	604.987
00:00:04.073	1644610075192	0	0
00:00:04.080	1644610075199	1049.016	609.909
00:00:04.089	1644610075208	0	0
00:00:04.096	1644610075215	1042.287	609.68
00:00:04.106	1644610075225	0	0
00:00:04.113	1644610075232	1045.675	612.042
00:00:04.123	1644610075242	0	0
00:00:04.130	1644610075249	1038.496	613.4
00:00:04.139	1644610075258	0	0
00:00:04.146	1644610075265	1035.782	618.368
00:00:04.156	1644610075275	0	0
00:00:04.163	1644610075282	1034.127	618.597
00:00:04.173	1644610075292	0	0
00:00:04.180	1644610075299	1031.159	621.026
00:00:04.189	1644610075308	0	0
00:00:04.196	1644610075315	1030.575	623.735
00:00:04.206	1644610075325	0	0
00:00:04.213	1644610075332	1027.36	626.289
00:00:04.223	1644610075342	0	0
00:00:04.230	1644610075349	1028.474	630.019
00:00:04.239	1644610075358	0	0
00:00:04.246	1644610075365	1019.627	628.451
00:00:04.256	1644610075375	0	0
00:00:04.263	1644610075382	1005.676	640.428
00:00:04.273	1644610075392	0	0
00:00:04.280	1644610075399		
00:00:04.289	1644610075408	0	0
00:00:04.296	1644610075415		
00:00:04.306	1644610075425	0	0
00:00:04.313	1644610075432	854.727	1091.542
00:00:04.323	1644610075442	0	0
00:00:04.330	1644610075449		
00:00:04.339	1644610075458	0	0
00:00:04.346	1644610075465		
00:00:04.356	1644610075475	0	0
00:00:04.363	1644610075482		
00:00:04.373	1644610075492	0	0
00:00:04.380	1644610075499		
00:00:04.389	1644610075508	-271.196	520.147
00:00:04.396	1644610075515		
00:00:04.406	1644610075525	1001.304	636.89
00:00:04.413	1644610075532		
00:00:04.423	1644610075542	1000.477	612.912
00:00:04.430	1644610075549		
00:00:04.439	1644610075558	998.245	619.854
00:00:04.446	1644610075565		
00:00:04.456	1644610075575	995.518	613.33
00:00:04.463	1644610075582		
00:00:04.473	1644610075592	996.938	615.135
00:00:04.480	1644610075599		
00:00:04.489	1644610075608	992.868	600.864
00:00:04.496	1644610075615		
00:00:04.506	1644610075625	989.984	606.107
00:00:04.513	1644610075632		
00:00:04.523	1644610075642	990.97	596.699
00:00:04.530	1644610075649		
00:00:04.539	1644610075658	991.424	599.046
00:00:04.546	1644610075665		
00:00:04.556	1644610075675	991.312	593.172
00:00:04.563	1644610075682		
00:00:04.573	1644610075692	991.611	595.793
00:00:04.580	1644610075699		
00:00:04.589	1644610075708	992.636	584.192
00:00:04.596	1644610075715		
00:00:04.606	1644610075725	998.347	591.827
00:00:04.613	1644610075732		
00:00:04.623	1644610075742	999.661	582.656
00:00:04.630	1644610075749		
00:00:04.639	1644610075758	1000.191	587.548
00:00:04.646	1644610075765		
00:00:04.656	1644610075775	1003.391	580.961
00:00:04.663	1644610075782		
00:00:04.673	1644610075792	1003.197	589.496
00:00:04.680	1644610075799		
00:00:04.689	1644610075808	1007.25	580.52
00:00:04.696	1644610075815		
00:00:04.706	1644610075825	1006.172	591.537
00:00:04.713	1644610075832		
00:00:04.723	1644610075842	1009.684	582.774
00:00:04.730	1644610075849		
00:00:04.739	1644610075858	1004.091	591.498
00:00:04.746	1644610075865		
00:00:04.756	1644610075875	960.568	611.312
00:00:04.763	1644610075882		
00:00:04.773	1644610075892	934.795	635.91
00:00:04.780	1644610075899		
00:00:04.789	1644610075908	935.551	633.881
00:00:04.796	1644610075915		
00:00:04.806	1644610075925	931.818	640.617
00:00:04.813	1644610075932		
00:00:04.823	1644610075942	938.674	635.205
00:00:04.830	1644610075949		
00:00:04.839	1644610075958	936.226	645.473
00:00:04.846	1644610075965		
00:00:04.856	1644610075975	936.247	639.328
00:00:04.863	1644610075982		
00:00:04.873	1644610075992	935.89	643.43
00:00:04.880	1644610075999		
00:00:04.889	1644610076008	939.865	640.892
00:00:04.896	1644610076015		
00:00:04.906	1644610076025	936.088	649.926
00:00:04.913	1644610076032		
00:00:04.923	1644610076042	944.658	641.381
00:00:04.930	1644610076049		
00:00:04.939	1644610076058	943.086	649.305
00:00:04.946	1644610076065		
00:00:04.956	1644610076075	938.835	641.086
00:00:04.963	1644610076082		
00:00:04.973	1644610076092	945.744	648.256
00:00:04.980	1644610076099		
00:00:04.989	1644610076108	939.732	639.94
00:00:04.996	1644610076115		
00:00:05.006	1644610076125	961.083	637.824
00:00:05.013	1644610076132		
00:00:05.023	1644610076142	998.943	596.8
00:00:05.030	1644610076149		
00:00:05.039	1644610076158	1006.745	588.15
00:00:05.046	1644610076165		
00:00:05.056	1644610076175	1011.337	587.204
00:00:05.063	1644610076182		
00:00:05.073	1644610076192	1011.055	595.532
00:00:05.080	1644610076199		
00:00:05.089	1644610076208	1011.144	596.238
00:00:05.096	1644610076215		
00:00:05.106	1644610076225	1007.334	594.535
00:00:05.113	1644610076232		
00:00:05.123	1644610076242	1011.635	591.567
00:00:05.130	1644610076249		
00:00:05.139	1644610076258	1006.134	600.463
00:00:05.146	1644610076265		
00:00:05.156	1644610076275	1009.96	589.731
00:00:05.163	1644610076282		
00:00:05.173	1644610076292	1006.874	595.92
00:00:05.180	1644610076299		
00:00:05.189	1644610076308	1009.025	590.25
00:00:05.196	1644610076315		
00:00:05.206	1644610076325	1014.041	599.558
00:00:05.213	1644610076332		
00:00:05.223	1644610076342	1012.053	588.613
00:00:05.230	1644610076349		
00:00:05.239	1644610076358	1013.024	601.336
00:00:05.246	1644610076365		
00:00:05.256	1644610076375	1009.913	588.891
00:00:05.263	1644610076382		
00:00:05.273	1644610076392	1012.85	598.006
00:00:05.280	1644610076399		
00:00:05.289	1644610076408	1011.298	594.961
00:00:05.296	1644610076415		
00:00:05.306	1644610076425	1014.258	600.814
00:00:05.313	1644610076432		
00:00:05.323	1644610076442	1015.25	590.061
00:00:05.330	1644610076449		
00:00:05.339	1644610076458	1011.618	595.908
00:00:05.346	1644610076465		
00:00:05.356	1644610076475	1012.983	590.182
00:00:05.363	1644610076482		
00:00:05.373	1644610076492	1012.456	592.957
00:00:05.380	1644610076499		
00:00:05.389	1644610076508	1012.162	586.392
00:00:05.396	1644610076515		
00:00:05.406	1644610076525	1010.477	594.408
00:00:05.413	1644610076532		
00:00:05.423	1644610076542	1010.358	585.337
00:00:05.430	1644610076549		
00:00:05.439	1644610076558	1012.492	594.003
00:00:05.446	1644610076565		
00:00:05.456	1644610076575	1009.715	585.548
00:00:05.463	1644610076582		
00:00:05.473	1644610076592	1011.399	590.548
00:00:05.480	1644610076599		
00:00:05.489	1644610076608	1014.655	583.71
00:00:05.496	1644610076615		
00:00:05.506	1644610076625	1014.034	590.667
00:00:05.513	1644610076632		
00:00:05.523	1644610076642	1011.403	578.641
00:00:05.530	1644610076649		
00:00:05.539	1644610076658	1013.668	587.875
00:00:05.546	1644610076665		
00:00:05.556	1644610076675	1015.287	584.243
00:00:05.563	1644610076682		
00:00:05.573	1644610076692	1016.28	588.423
00:00:05.580	1644610076699		
00:00:05.589	1644610076708	1017.761	582.353
00:00:05.596	1644610076715		
00:00:05.606	1644610076725	1021.748	589.083
00:00:05.613	1644610076732		
00:00:05.623	1644610076742	1017.86	575.333
00:00:05.630	1644610076749		
00:00:05.639	1644610076758	1019.745	585.142
00:00:05.646	1644610076765		
00:00:05.656	1644610076775	1022.199	581.531
00:00:05.663	1644610076782		
00:00:05.673	1644610076792	1022.261	591.599
00:00:05.680	1644610076799		
00:00:05.689	1644610076808	1014.545	591.471
00:00:05.696	1644610076815		
00:00:05.706	1644610076825	1003.678	629.417
00:00:05.713	1644610076832		
00:00:05.723	1644610076842	1003.485	627.807
00:00:05.730	1644610076849		
00:00:05.739	1644610076858	1003.114	637.797
00:00:05.746	1644610076865		
00:00:05.756	1644610076875	1000.992	624.148
00:00:05.763	1644610076882		
00:00:05.773	1644610076892	998.814	637.476
00:00:05.780	1644610076899		
00:00:05.789	1644610076908	1001.635	633.332
00:00:05.796	1644610076915		
00:00:05.806	1644610076925	998.195	641.872
00:00:05.813	1644610076932		
00:00:05.823	1644610076942	999.712	632.643
00:00:05.830	1644610076949		
00:00:05.839	1644610076958	995.758	643.089
00:00:05.846	1644610076965		
00:00:05.856	1644610076975	1000.842	634
00:00:05.863	1644610076982		
00:00:05.873	1644610076992	998.953	637.953
00:00:05.880	1644610076999		
00:00:05.889	1644610077008	999.976	634.449
00:00:05.896	1644610077015		
00:00:05.906	1644610077025	998.481	638.897
00:00:05.913	1644610077032		
00:00:05.923	1644610077042	996.258	632.927
00:00:05.930	1644610077049		
00:00:05.939	1644610077058	996.949	639.48
00:00:05.946	1644610077065		
00:00:05.956	1644610077075	993.76	629.256
00:00:05.963	1644610077082		
00:00:05.973	1644610077092	987.797	635.557
